Entity Name,Entity ID,Fiscal Year,Annual Required Contributions (ARC),Contributions Made,Percentage of ARC Recognized (%)
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20072008,1635225,1351090,83%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20062007,1308141,1224990,94%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20052006,1197534,1034883,86%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20042005,1019187,1019187,100%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20032004,986303,986303,100%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20022003,793139,789388,100%
San Luis Obispo County Pension Trust,7272,20152016,35340175,33618330,95%
San Luis Obispo County Pension Trust,7272,20142015,33122068,32046545,97%
San Luis Obispo County Pension Trust,7272,20132014,33416725,30795872,92%
San Luis Obispo County Pension Trust,7272,20122013,31122541,30942038,99%
San Luis Obispo County Pension Trust,7272,20112012,30051687,30435940,101%
San Luis Obispo County Pension Trust,7272,20102011,30278179,32148424,106%
San Luis Obispo County Pension Trust,7272,20092010,34933644,31427297,90%
San Luis Obispo County Pension Trust,7272,20082009,33840580,30860282,91%
San Luis Obispo County Pension Trust,7272,20072008,22017780,24014202,109%
San Luis Obispo County Pension Trust,7272,20062007,19177491,19177491,100%
San Luis Obispo County Pension Trust,7272,20052006,18209481,18209481,100%
San Luis Obispo County Pension Trust,7272,20042005,16520585,16520585,100%
San Luis Obispo County Pension Trust,7272,20032004,15816215,150816215,954%
San Luis Obispo County Pension Trust,7272,20022003,17563942,14692206,84%
San Mateo County Employees' Retirement Association,7273,20152016,170046059,191094488,112%
San Mateo County Employees' Retirement Association,7273,20142015,169814170,180704280,106%
San Mateo County Employees' Retirement Association,7273,20132014,152877000,202877362,133%
San Mateo County Employees' Retirement Association,7273,20122013,144308171,144308171,100%
San Mateo County Employees' Retirement Association,7273,20112012,150949761,150949761,100%
San Mateo County Employees' Retirement Association,7273,20102011,150474872,150474872,100%
San Mateo County Employees' Retirement Association,7273,20092010,106265329,106265329,100%
San Mateo County Employees' Retirement Association,7273,20082009,106123055,106123055,100%
San Mateo County Employees' Retirement Association,7273,20072008,105339570,105339570,100%
San Mateo County Employees' Retirement Association,7273,20062007,100549570,100549570,100%
San Mateo County Employees' Retirement Association,7273,20052006,76089599,76089599,100%
San Mateo County Employees' Retirement Association,7273,20042005,76930928,76930928,100%
San Mateo County Employees' Retirement Association,7273,20032004,60041821,60041821,100%
San Mateo County Employees' Retirement Association,7273,20022003,36069587,36069587,100%
Santa Barbara County Employees' Retirement System,7274,20152016,122748021,122748022,100%
Santa Barbara County Employees' Retirement System,7274,20142015,123612352,123612352,100%
Santa Barbara County Employees' Retirement System,7274,20132014,119227652,119227652,100%
Santa Barbara County Employees' Retirement System,7274,20122013,110582703,110582703,100%
Santa Barbara County Employees' Retirement System,7274,20112012,108764094,108764094,100%
Santa Barbara County Employees' Retirement System,7274,20102011,94436686,94436686,100%
Santa Barbara County Employees' Retirement System,7274,20092010,84647133,84647133,100%
Santa Barbara County Employees' Retirement System,7274,20082009,75827000,75902140,100%
Santa Barbara County Employees' Retirement System,7274,20072008,69460616,69460616,100%
Santa Barbara County Employees' Retirement System,7274,20062007,63395296,63395296,100%
Santa Barbara County Employees' Retirement System,7274,20052006,53977000,53976748,100%
Santa Barbara County Employees' Retirement System,7274,20042005,46720797,46720797,100%
Santa Barbara County Employees' Retirement System,7274,20032004,39334678,39334678,100%
Santa Barbara County Employees' Retirement System,7274,20022003,42117000,33799166,80%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20152016,25751474,25751474,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20142015,25590315,25590315,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20132014,25787439,25787439,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20122013,24412836,24412836,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20112012,19148113,19148113,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20102011,17807109,17807109,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20092010,17905290,17905290,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20082009,15868435,14842509,94%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20072008,16137390,16137390,100%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20062007,15584539,14859393,95%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20052006,14779229,15277523,103%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20042005,13107662,14291785,109%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20032004,12428573,12070987,97%
Santa Clara Valley Transportation Authority Amalgamated Transit Union Pension Plan,7167,20022003,11201960,12362127,110%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20152016,18749,18749,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20142015,18088,18088,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20132014,18008,18008,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20122013,18356,18356,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20112012,22197,22197,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20102011,21766,21766,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20092010,21347,21347,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20082009,21131,21131,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20072008,20264,20264,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20062007,18717,18717,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20052006,24187,24187,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20042005,23489,23489,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20032004,23746,23746,100%
Saucelito Irrigation District Employees' Money Purchase Pension,7193,20022003,,21865,NULL
Self-Insured Schools of California Defined Benefit Plan,7183,20152016,2320687,2044714,88%
Self-Insured Schools of California Defined Benefit Plan,7183,20142015,2018406,2026425,100%
Self-Insured Schools of California Defined Benefit Plan,7183,20132014,2529794,2275134,90%
Self-Insured Schools of California Defined Benefit Plan,7183,20122013,3144985,3508999,112%
Self-Insured Schools of California Defined Benefit Plan,7183,20112012,2760067,2947806,107%
Self-Insured Schools of California Defined Benefit Plan,7183,20102011,3044472,3173462,104%
Self-Insured Schools of California Defined Benefit Plan,7183,20092010,3244345,3228020,99%
Self-Insured Schools of California Defined Benefit Plan,7183,20082009,3037840,2713614,89%
Self-Insured Schools of California Defined Benefit Plan,7183,20072008,2639671,3037840,115%
Self-Insured Schools of California Defined Benefit Plan,7183,20062007,2488086,2891207,116%
Self-Insured Schools of California Defined Benefit Plan,7183,20052006,2534234,2930934,116%
Self-Insured Schools of California Defined Benefit Plan,7183,20042005,2530995,2587803,102%
Self-Insured Schools of California Defined Benefit Plan,7183,20032004,2347000,2416887,103%
Self-Insured Schools of California Defined Benefit Plan,7183,20022003,2103000,2430777,116%
Semitropic Water Storage District 401(K) Plan,10763,20152016,292133,292133,100%
Semitropic Water Storage District 401(K) Plan,10763,20142015,339689,339689,100%
Semitropic Water Storage District 401(K) Plan,10763,20132014,292865,292865,100%
Semitropic Water Storage District 401(K) Plan,10763,20122013,280757,280757,100%
Semitropic Water Storage District 401(K) Plan,10763,20112012,268470,268470,100%
Semitropic Water Storage District 401(K) Plan,10763,20102011,265274,265274,100%
Semitropic Water Storage District 401(K) Plan,10763,20092010,260650,260650,100%
Sonoma County Employees' Retirement Association,7275,20152016,64686692,68239981,105%
Sonoma County Employees' Retirement Association,7275,20142015,61179319,61179319,100%
Sonoma County Employees' Retirement Association,7275,20132014,51852499,51852499,100%
Sonoma County Employees' Retirement Association,7275,20122013,45078749,45078749,100%
Sonoma County Employees' Retirement Association,7275,20112012,35710656,35710656,100%
Sonoma County Employees' Retirement Association,7275,20102011,48426000,337760770,697%
Sonoma County Employees' Retirement Association,7275,20092010,47577000,47576576,100%
Sonoma County Employees' Retirement Association,7275,20082009,38553000,38552971,100%
Sonoma County Employees' Retirement Association,7275,20072008,34283000,34282865,100%
Sonoma County Employees' Retirement Association,7275,20062007,29391000,29390771,100%
Sonoma County Employees' Retirement Association,7275,20052006,24993000,24993498,100%
Sonoma County Employees' Retirement Association,7275,20042005,22813000,22856196,100%
Sonoma County Employees' Retirement Association,7275,20032004,21435000,231563872,1080%
Sonoma County Employees' Retirement Association,7275,20022003,18656000,18656109,100%
South Tahoe Public Utility District Pension Plan,8395,20082009,0,0,NULL
South Tahoe Public Utility District Pension Plan,8395,20072008,0,0,NULL
South Tahoe Public Utility District Pension Plan,8395,20062007,0,0,NULL
South Tahoe Public Utility District Pension Plan,8395,20052006,0,0,NULL
South Tahoe Public Utility District Pension Plan,8395,20042005,0,0,NULL
South Tahoe Public Utility District Pension Plan,8395,20032004,,2572,NULL
South Tahoe Public Utility District Pension Plan,8395,20022003,562499,562499,100%
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20122013,0,0,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20112012,80133,80133,100%
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20102011,,123959,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20092010,0,92000,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20082009,,111525,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20072008,,135829,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20062007,,124061,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20052006,,125998,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20042005,,118022,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20032004,,109230,NULL
Southeastern Economic Development Corp. 403(b) Tax Sheltered Plan,7204,20022003,,95870,NULL
Southgate Recreation and Park District Retirement System,7155,20152016,258612,258612,100%
Southgate Recreation and Park District Retirement System,7155,20142015,226433,226433,100%
Southgate Recreation and Park District Retirement System,7155,20132014,235103,235103,100%
Southgate Recreation and Park District Retirement System,7155,20122013,269707,269707,100%
Southgate Recreation and Park District Retirement System,7155,20112012,284629,284629,100%
Southgate Recreation and Park District Retirement System,7155,20102011,279017,279017,100%
Southgate Recreation and Park District Retirement System,7155,20092010,248765,248765,100%
Southgate Recreation and Park District Retirement System,7155,20082009,283093,283093,100%
Southgate Recreation and Park District Retirement System,7155,20072008,237988,237988,100%
Southgate Recreation and Park District Retirement System,7155,20062007,192180,192180,100%
Southgate Recreation and Park District Retirement System,7155,20052006,206508,206508,100%
Southgate Recreation and Park District Retirement System,7155,20042005,183923,183923,100%
Southgate Recreation and Park District Retirement System,7155,20032004,202730,224359,111%
Southgate Recreation and Park District Retirement System,7155,20022003,185779,185779,100%
Stanislaus County Employees' Retirement Association,7276,20152016,58196310,58196310,100%
Stanislaus County Employees' Retirement Association,7276,20142015,53849031,53849031,100%
Stanislaus County Employees' Retirement Association,7276,20132014,46763996,46763996,100%
Stanislaus County Employees' Retirement Association,7276,20122013,39077480,39077480,100%
Stanislaus County Employees' Retirement Association,7276,20112012,47657000,27314032,57%
Stanislaus County Employees' Retirement Association,7276,20102011,31814194,26256729,83%
Stanislaus County Employees' Retirement Association,7276,20092010,21814194,21814194,100%
Stanislaus County Employees' Retirement Association,7276,20082009,22555000,23410965,104%
Stanislaus County Employees' Retirement Association,7276,20072008,24421977,22555416,92%
Stanislaus County Employees' Retirement Association,7276,20062007,24421977,32562514,133%
Stanislaus County Employees' Retirement Association,7276,20052006,19793000,24421977,123%
Stanislaus County Employees' Retirement Association,7276,20042005,19792748,19792748,100%
Stanislaus County Employees' Retirement Association,7276,20032004,17113973,17113973,100%
Stanislaus County Employees' Retirement Association,7276,20022003,16207877,16207877,100%
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20152016,0,0,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20142015,0,802000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20132014,0,43000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20122013,,105000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20112012,,92000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20102011,,39066000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20092010,,52219000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20082009,,53114000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20072008,,51475000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20062007,,48948000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20052006,0,8933000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20042005,0,41406000,NULL
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20032004,0,40894000,NULL
Tulare County Employees' Retirement Association,7277,20082009,22430788,22430788,100%
State Peace Officers and Firefighters' Defined Contribution Plan,8181,20022003,,35047000,NULL
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20152016,891288,1026120,115%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20142015,693586,838727,121%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20132014,916788,999727,109%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20122013,1011840,1045458,103%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20112012,959580,1028823,107%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20102011,1021656,1118615,109%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20092010,1118112,1095054,98%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20082009,820368,890759,109%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20072008,727512,785347,108%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20062007,781884,773097,99%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20052006,742980,748624,101%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20042005,790488,558386,71%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20032004,540204,497467,92%
Sunline Transit Retirement Income Plan - Bargaining Unit Personnel,7182,20022003,417282,436364,105%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20152016,838188,978901,117%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20142015,709392,850854,120%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20132014,960708,1047822,109%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20122013,1063500,1010554,95%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20112012,1013700,965644,95%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20102011,1162812,1086531,93%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20092010,1265400,1100040,87%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20082009,951600,954198,100%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20072008,935508,976009,104%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20062007,1032552,1103686,107%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20052006,862044,869200,101%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20042005,1098984,790225,72%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20032004,770017,739505,96%
Sunline Transit Retirement Income Plan - Non-Bargaining Unit Personnel,7400,20022003,643298,700630,109%
Terra Bella Irrigation District Employees Savings Plan,12486,20152016,46898,46898,100%
Terra Bella Irrigation District Employees Savings Plan,12486,20142015,52624,52624,100%
Terra Bella Irrigation District Employees Savings Plan,12486,20132014,54454,54454,100%
Terra Bella Irrigation District Employees Savings Plan,12486,20122013,644912,54454,8%
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20152016,,107346,69%
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20142015,0,102783,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20132014,,88918,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20122013,,74154,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20112012,,80014,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20102011,,67519,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20092010,0,59580,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20082009,,51519,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20072008,0,45128,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20062007,0,47869,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20052006,,51973,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20042005,,47574,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20032004,,48327,NULL
Tranquillity Irrigation District Deferred Profit Sharing Plan,7189,20022003,,43485,NULL
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20152016,156578,156578,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20142015,140728,140728,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20132014,132041,132041,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20122013,137237,137237,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20112012,143102,143102,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20102011,170836,170836,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20092010,172984,172984,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20082009,0,136529,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20072008,,115635,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20062007,,95684,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20052006,99033,99033,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20042005,82680,82680,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20032004,68654,68654,100%
Truckee-Donner Recreation and Park District Money Purchase Pension Plan,7154,20022003,86204,86204,100%
Tulare County Employees' Retirement Association,7277,20152016,31297240,31297240,100%
Tulare County Employees' Retirement Association,7277,20142015,30992069,30992069,100%
Tulare County Employees' Retirement Association,7277,20132014,25953288,25953288,100%
Tulare County Employees' Retirement Association,7277,20122013,29847226,29847226,100%
Tulare County Employees' Retirement Association,7277,20112012,25257124,25257124,100%
Tulare County Employees' Retirement Association,7277,20102011,23434239,23434239,100%
Tulare County Employees' Retirement Association,7277,20092010,25339346,25339346,100%
Tulare County Employees' Retirement Association,7277,20072008,22691963,22691963,100%
Tulare County Employees' Retirement Association,7277,20062007,17975005,17975005,100%
Tulare County Employees' Retirement Association,7277,20052006,12442923,12442923,100%
Tulare County Employees' Retirement Association,7277,20042005,10541792,10541792,100%
Tulare County Employees' Retirement Association,7277,20032004,9594758,9594758,100%
Tulare County Employees' Retirement Association,7277,20022003,5244787,5244787,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20152016,73461,73461,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20142015,58512,58512,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20132014,58215,58215,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20122013,64488,64488,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20112012,63277,63277,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20102011,55425,55425,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20092010,47781,47781,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20082009,34191,46087,135%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20072008,40805,52833,129%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20062007,49750,49750,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20052006,54055,54055,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20042005,43324,43324,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20032004,46539,46539,100%
Tulare Lake Basin Water Storage District Pension Trust Fund,7181,20022003,42423,42423,100%
Turlock Irrigation District Pension Plan,7187,20152016,11759858,14167412,120%
Turlock Irrigation District Pension Plan,7187,20142015,15655074,45589286,291%
Turlock Irrigation District Pension Plan,7187,20132014,14688275,14325260,98%
Turlock Irrigation District Pension Plan,7187,20122013,14772291,12107096,82%
Turlock Irrigation District Pension Plan,7187,20102011,10702663,9113755,85%
Turlock Irrigation District Pension Plan,7187,20092010,10566311,9686338,92%
Turlock Irrigation District Pension Plan,7187,20082009,6288561,5789741,92%
Turlock Irrigation District Pension Plan,7187,20072008,5977415,6042328,101%
Turlock Irrigation District Pension Plan,7187,20062007,6029696,6404232,106%
Turlock Irrigation District Pension Plan,7187,20052006,5344712,5209471,97%
Turlock Irrigation District Pension Plan,7187,20042005,4517159,2886727,64%
Turlock Irrigation District Pension Plan,7187,20032004,3245065,2277228,70%
Turlock Irrigation District Pension Plan,7187,20022003,3117614,2884444,93%
University of California Retirement Plan,7211,20152016,2843357000,2522682699,89%
University of California Retirement Plan,7211,20142015,2664384000,2510045890,94%
University of California Retirement Plan,7211,20132014,2472697000,1580875779,64%
University of California Retirement Plan,7211,20122013,2266634000,810056336,36%
University of California Retirement Plan,7211,20112012,2062022000,1851459524,90%
University of California Retirement Plan,7211,20102011,1812546000,1677920951,93%
University of California Retirement Plan,7211,20092010,1669257000,148446000,9%
University of California Retirement Plan,7211,20082009,454000,454037,100%
University of California Retirement Plan,7211,20072008,,2656530,100%
University of California Retirement Plan,7211,20062007,0,23934036,2393403600%
University of California Retirement Plan,7211,20052006,0,12577,NULL
University of California Retirement Plan,7211,20042005,0,736654,NULL
University of California Retirement Plan,7211,20032004,0,5149993,NULL
University of California Retirement Plan,7211,20022003,0,811175,100%
University of California Retirement Savings Program,7212,20152016,,7496922,NULL
University of California Retirement Savings Program,7212,20142015,0,6392260,NULL
University of California Retirement Savings Program,7212,20132014,0,6198221,NULL
University of California Retirement Savings Program,7212,20122013,0,2877219,NULL
University of California Retirement Savings Program,7212,20112012,0,6252099,NULL
University of California Retirement Savings Program,7212,20102011,0,5711018,NULL
University of California Retirement Savings Program,7212,20092010,0,7302478,NULL
University of California Retirement Savings Program,7212,20082009,,7589675,NULL
University of California Retirement Savings Program,7212,20072008,0,8236150,NULL
University of California Retirement Savings Program,7212,20062007,0,13049814,NULL
University of California Retirement Savings Program,7212,20052006,0,20652594,NULL
University of California Retirement Savings Program,7212,20042005,,4065817,NULL
University of California Retirement Savings Program,7212,20032004,0,3762304,NULL
University of California Retirement Savings Program,7212,20022003,0,3694895,NULL
Valley Sanitary District Money Purchase Pension Plan,7158,20152016,,2825,NULL
Valley Sanitary District Money Purchase Pension Plan,7158,20142015,13596,13596,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20132014,14135,14135,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20122013,21945,21945,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20112012,28234,28234,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20102011,27235,27235,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20092010,27240,27240,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20082009,26430,26430,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20072008,23238,23238,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20062007,20917,20917,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20052006,24205,24205,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20042005,22947,22947,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20032004,21854,21854,100%
Valley Sanitary District Money Purchase Pension Plan,7158,20022003,21505,21505,100%
Ventura County Employees' Retirement Association,7278,20152016,177709688,177709688,100%
Ventura County Employees' Retirement Association,7278,20142015,173269000,175099550,101%
Ventura County Employees' Retirement Association,7278,20132014,161247000,169703083,105%
Ventura County Employees' Retirement Association,7278,20122013,142370000,150687841,106%
Ventura County Employees' Retirement Association,7278,20112012,132385968,140772725,106%
Ventura County Employees' Retirement Association,7278,20102011,111585000,120053545,108%
Ventura County Employees' Retirement Association,7278,20092010,97324000,105702929,109%
Ventura County Employees' Retirement Association,7278,20082009,105277544,113915784,108%
Ventura County Employees' Retirement Association,7278,20072008,104428648,112797726,108%
Ventura County Employees' Retirement Association,7278,20062007,86454684,94327697,109%
Ventura County Employees' Retirement Association,7278,20052006,74372659,81683816,110%
Ventura County Employees' Retirement Association,7278,20042005,51792292,58436106,113%
Ventura County Employees' Retirement Association,7278,20032004,10071509,15708139,156%
Ventura County Employees' Retirement Association,7278,20022003,0,5384203,100%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20152016,2262505,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20142015,2016419,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20132014,549378,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20122013,524476,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20112012,524476,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20102011,443526,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20092010,460260,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20082009,84674,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20072008,59790,0,0%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20042005,217280,244205,112%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20032004,266323,201186,76%
West Contra Costa Healthcare District Successor Retirement Plan,8275,20022003,0,421145,100%
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20112012,,0,NULL
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20102011,0,0,NULL
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20092010,0,0,NULL
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20082009,,0,0%
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20072008,0,0,NULL
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20062007,117974,117974,100%
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20052006,94665,94665,100%
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20042005,73439,73439,100%
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20032004,66628,67507,101%
West Valley Mosquito and Vector Control District Money Purchase Plan,7151,20022003,63799,77052,121%
